Category,Text
2,how do i reactivate my yahoo account ? my yahoo account darkmoongx10 has been deactivated .&#xa;i want yahoo reactivate my yahoo account darkmoongx10.&#xa;it is very importand for me please .&#xa;and i have in this account an importand information for me&#xa;i'm truth in yahoo that will reactivate or back to me my yahoo account .&#xa;&#xa;and i'm allready everyday help alot people to join to yahoo services really.&#xa;thanks too much
7,what is the total mass of the earth? is it constant or is it increasing?
1,who is beautiful - men or women ?
3,what movie is this from? i seen a lot of these questions lately
2,how can i play old dos games on my windows xp?
3,what is a really cool christian song...? i need a really cool christian song that can be sung as a duet between a husband and a wife.  please help!!
1,where can i buy standard bank balance confirmation letter for auditing purpose?
7,what is cold?
6,how can you not be a hoe but still have a little fun?  help me out please?
5,where can i find a list of all us college operating budgets? particularly interested in northeast/midatlantic region
4,how to date a women?
2,is there an easy way to create a program to catalog books in microsoft access?
1,how to get pass word of my yahoo id if i have forgotten details provided at the time of ragistration?
7,do objects traveling east to west go any further due to the earth's rotation?
2,how can i remove temporary internet files
4,do you believe in love at first sight? i dont
1,is dance a way to give away tension and frustation?
1,need to find phone # of friend in edison new jersey?
6,what should you eat when you have high blood pressure?
6,what's the best way to fight a cold?
2,may someone send me a link which explains how to use the javscript console as a debugging tool? thanks!?
1,y will any1 want to crossdress?
1,how would you change the site; www.gadgetell.com?
7,using specific examples
1,how many tirthankar in jainism?
1,what do u think can make a search engine better than the existing ones like yahoo
5,what can u recommend as the best cd program for learning spanish?
5,z=2011+502.75+25+04 z=2542.75/7 z=?
1,why december 21
3,what year or years is the cutoff between classic rock and modern rock?
7,what is gneiss?
2,what php/mysql powered wiki software with user account management would you choose? i have a private lexicalic project for which i want to have a moderated and user-rated participation. the wikipedia software relies too much on self-healing for this kind of project. i want different levels of access  and editing/moderation rights.&#xa;&#xa;oh yeah - open source or freeware preferred.
2,where can i sell a perfectly good 'dell inspiron 5150 laptop
1,what does my friend mean when she calls me a child then corrects herself and calls me a kid?
1,need informaton on company known as gtec? is it a real company?
1,if you were intereviewing someone for a job
1,is gold a good investment even though it has it a high?
4,what should i get my wife for christmas? she is mid 30's and we have been married for 12 years and have 3 kids.  she does not wear jewlery.
2,i'm having constant computer crashes.?
4,what do i do if the 2 guys i like both asked me out on the same day who should i go with?
3,how can you listen to music with out been on the yahoo messenger?
4,what does a guy 30 years old want in a relationship?
7,what's 5 plus 5?
2,i have a website. how can i do so yahoo find it when i put some kye words?
3,have you ever wondered what the back of a smiley face looks like? http://d21c.com/terri1/flash/smile.swf
2,what is better
4,what is a good wedding gift to give to your new spouce?  she is 12 years younger than me.  suggestions?
6,if a girl says i do not want sex
3,what type of muisic is better reggeton (espanish muisic) or oder?
1,should i buy a house in nyc or in new haven ct.?
1,titanic questions? how could an iceberg hit an unsinkable ship?&#xa;why did lower classes have to wait?isn't it the crews fault for not letting them go and for almost 1
6,if with in sexual contact with a person with std how many days before symptom appears?
2,yahoo acoount deactiveated can i ever use my id again?
6,what is the psychological term or disorder
1,are vuls really a good way to avoid paying taxes on income obtained in investments? i'm considering getting into a variable universal life policy
1,how do i put the fun back in my life? i just got out of a rotten abusive relationship and i want to have fun again! it feels like he drained all the fun out of me. how do i get it back?
6,what happens when you sneeze
6,is dayquil a good medicine for the flu?? and vomiting?
7,why do elements of oppisite charges attract? in chemistry element attract why
4,where is the best free place on the web for a 55 year old man to find true love?
2,which of the option below is not a feature of the slt idc? 1)biometric palm scanners and proximity card readers for authorized access.&#xa;2)24*7 security and surveillance camaras for monitoring of on-site security &#xa;3)gas based fire suspension system&#xa;4)unrestricted entrance to all customers &#xa;5)on-site staff fully trained in fire suppression techniques.&#xa;   you may find the answers in: www.slt.lk
1,what investments out there provide at least 25% cash on cash return per year? i'm looking for an investment that provides at least 25% cash on cash return per year.  it would be an added bonus to find something that is tax advantaged
7,how does a calqulator work?
6,should i date someone with hiv? my grilfriend is hiv postive in we are sexually active in i have few concerns.
7,what dose the blotted nitrocellulose membrane contain ?
3,who is the most popular entertainer in the world?
2,calling all c/c++ programmers.? i need to store an array in a file. the array length is 1000. i want the fastest disk writing method to work. i know reading a big block from the hard disk is faster because it involves only 1 seek. i seem to have 2 optons :&#xa;&#xa;option 1) for(i=1 to 1000)&#xa;              fll&lt;&lt;array[i];&#xa;&#xa;option 2) store the array contents into a single string str and then  fll&lt;&lt;str;&#xa;&#xa;where fll is the file pointer. which would be faster. i am concerened about the performance because i need to write numericaal data in a file of size around 4 gb.&#xa;&#xa;http://cs.dal.ca/~koul/
1,when is the first day of winter?
4,i wrote 3 romantic letters and heard they was nice  would you keep doing it?
2,what are some of the sofwares that could be used instead of autocad are there any other similar?
4,what does it mean when a guy says i think we need to slow it down? i've been seeing a guy for 7 months now but we were freinds for almosts a year and a half. as we started to date things began to get hopping he decides to go to the military. we text each other back and forth but sometimes he doesn't respond be of he duties in the service
1,what's the worlds record foot size?
5,i am doing a study for bible study and i want to know how do leviathan and king triton connected? i was studying out different things and i was informed that another name for the demon leviathan is triton.  among some other similarities.  i was thinking about the obvious triton that we all know and it struck a cord with me.  it is quite similar but it is hard to find a direct tie between leviathan and king trion in one writing.  disney is disney and there aren't too many other writings on the actual history of how this character was created.
5,why is it important to separate current liabilities from long term liabilities?
2,why do schools have stupid internet locks.?
6,what type of mpenis do u think is the best?cut or uncut.? just trying to no. thats it.
1,why are we here in this world ????
1,what is the average monthly salary in ohio/usa?
1,what is hmo? i heard it in a movie?&#xa;&#xa;madagascar to be specific???
7,what is the mass of black holes made of?
1,what is the tallest building in texas?
4,how old are people when they have an orgasm for the first time?
5,phone no of medical council of uttar pradesh?
1,what will happen to gm?
4,if a man cheats on you and says he won't do it again
4,is every woman capable of having multiple orgasms??
3,who likes kung fu (the tv show) and why? give me meaningful answers!
1,hello i do not have a credit card .i would like to have a web site to sell electronics on line can i do so ?t?
5,what do you think the saying it's all downhill from here means? some say it like it's good
4,does true love really exist? if so
1,how to torture my friends?
1,which do you prefer baby phat or apple bottoms?
2,how to keep computer from restarting when playing a game.?
2,i need a lap top for under $600.00 and need it prior to christmas....where do i go for it?
4,what are a few songs that put you in the mood or keep you in the mood?
5,who came first on earth a man or a woman??????? u could win money plz help!!
1,where is my email ( zmmaali@yahoo.com) if available so would you please inhansed again?
1,was this x-mas day better than previous?
7,is space infinite?
2,best search engine? which one is the best search engine?&#xa;&#xa;* google&#xa;* yahoo&#xa;* msn&#xa;* ask jeeve
7,do you know a name of a male haitian mathematician?
3,what's your best knock-knock joke? i've got a kid and have run out of jokes.
7,what is a baby seal called?
1,what shape do you like to see most? you can answer square
7,do you think there is other life in other universes?
3,tu pac or notorious b.i.g.?
2,i can't find the figures anywhere so i thought i'd try here. who has more users
2,my mpeg files do not burn on sony 52x cd writer so is with others. it's a recent problem. tell me tne cause. i have sony 52x cd writer installed and use windows 98 on pentium 3. previously it used to work properly with cds and cdrs. but suddenly it is no longer working properly. my burning processes fail as i receive frequent error messages. specially with mpg files and also with data files. i am using nero 6 bundled version and tried winon cd power edition 5
1,does yahoo always email your answer on yahoo! answers? even if i uncheck the box&#xa;yes
1,if you could be a teacher
1,what is the web address to look up registered sex offenders in your community or state?
6,what medication is used in treating hepatitis c infection? can one survive with hiv and hepatitis c infection without chemotherapy?
3,is it true that denzel washington is getting a divorce?
3,what song has the lyrics crazy thing called life.  i can hear it in my head
5,where is handwritingwizard/com?
2,microsoft word has eaten all my hyperlinks and bookmarks? the strangest thing just happend to my word document. there were hundreds of internal bookmarks in the document and i just finished adding page references next to those hyperlinks.&#xa;&#xa;after i saved the document
1,information on genealogy on john e tozer?
6,if u have herpes simplex
1,where can i find coca-cola car seat covers?
3,are satellite radio stations the same channels all across the country?
3,what is the relationship between 50 cents and jarule?
2,any good linux distro  ? it should be a live cd
2,how many designers are supported by visual studio team system architect edition?
2,meta tags? is there somewhere on the web that can explain meta tags and how to put them in your header so you get more hits to your website?  we used frontpage to build the website.  can we just cut n' paste code into header?  help!
5,where on the net can i find step by step instructions on toothpick bridge building?
1,what are the names of the construction companys that andrew jack whittaker owned in west virginia?
1,i need to find a program i can use on my computer as a project board like you would use a dry erase board.?
2,anybody know how can i download free movies from internet  without paying?
1,what is satayhagraha and swarja?
6,we are looking for a diet soup diet that is not the cabbage diet anyone know where we can find it?
1,what the difference between: faith and belief
1,who invented zipper (zip)?
5,what is a fibonacci number?
3,i have a bricked psp. can anyone tell me what i can do? i need to know what to do with my psp!  i want to get it fixed
1,why are girls so mean to each other? even the ones who don't know you can be mean just for the sake of being mean.  i don't get it - why is that fun?
1,social sercurity card office lacation jaxsonville fl
1,how do you get a guy to like you if you know he doesnt?
1,please tell me how can i know the ecommic situation in your country. what is the income of everage people.? i want to know what is important going on in your country. especially
2,i need a site where i can get inkjet cardtridges for my v7100 lexmark multi-funtion printer?
1,how can i get a working visa of the usa?
1,can you remind of my password without the account information?
7,could we all become separate species..? looking at the various cultural and genetic drift that is visible on our planet today
4,when do you know the time when you're fellinf inlove?
7,ok i need to know how ph affects rust? plz i need this for my science project?
4,my x-boyfriend and i were going out for 2 months on and off. should we get back together if he almost cheated?
7,who is the oldest person to live?
2,is a hard drive and the mother board of a laptop the same thing?? is it???
4,when love face realism 
7,who created the universe? we know the point of view of religion! what modern science is saying about it?
4,i heard that new york women are more committed to a guy than a lot other women in other states
1,what are you going to do with your bonus second of 2005?
5,ivy league -- which is worse? i went to an ivy league university.  and some people would sit there debating how to answer the question if people asked where did you go to school?  and they would come up with all these ways to dodge the question -- like i went to school in state x or whatnot.  i have found that if people say i went to school in massachusetts then people just say oh
5,presidents under the articles of confederation?
5,why are wedding rings worn on the left hand?
7,can you spend all of your emotions like you can spend all of your cash?? i'm wondering if there is an emotional hangover that a person can get after a real emotionally charged experience...
1,why is there braille lettering at an atm when blind people cant drive?
4,nationality in lovemaking? can anyone say that there is a definite difference in the sexual performance between women of different nationalities?  who makes the better lover?
1,who likes zoe girl?
1,are wolves being bread in captivity for release? and how do you sighn up for the program?
1,why are they so many haters?
2,what type of web site content should be included in a web site?
2,what is ati mobility radeon ?
6,can lung cancer spread to the breast?
7,can you please help me pass my psychology test? discuss the criteria for determining abnormality.
4,how do i keep my new boy friend happy? how do i keep my new boy friend happy
5,are euphemisms useful in language
2,how to erase all the words i've been searched from the yahoo search?
3,do you watch movies multiple times? my husband &amp; i differ in a few areas
6,what makes your boobs grow at age 28? i am not pregnet and have not gained weight lately.
1,have you ever slept with your best friends mom?
6,what is the website for the exercise called the core with gunner? its an execise with the ball called the core and trainer name is gunner
4,can a person really be happy without having a bf/gf? are they neccesary for feeling loved and wanted? do you need a bf/gf in order to not feel lonely?
3,what does the scar on tina fey's face come from?
5,how do you simplify fractions?
6,waht are sources of vitamin d?
5,i iam 36 should i go to a vocational school or college which one is more practical?
3,what was the name of the modern remake of shane that featured a villian with a bulldozer? not pale rider.
2,i have been infected by spyaxe spyware/adware. how do  i remove it completely? there is this icon that blink in my tray and when clicked will bring me to a website at first
1,how do the people at camel count the camel cash you send in for prizes? seems like it would be a lot of work for a person to do
1,why did they take chat off for people under 16? how come we cant chat like we used to be able too i think that is a gay rule?
3,do you think giada de laurentiis is hot?
4,how to pick up girls on trains
2,what's the solution foreaster's sweet shop of shelly cashman's book concerning excel project number 3 plz? it's about candy
1,is staging a house to sell help?
4,i'm inlove with a man i only meet in internet but i am married with kids and don't know what to do?
2,i lost my product code for windows me. where can i find another?
2,how to get admission in mit for masters in computer science? what are they looking forward from an applicant and with what points in a resume can win an admission there. can the following resume win an admission:&#xa;www.cs.dal.ca/~koul/
7,how to convert longitude and latitude into distance? i want to find out all the cities within 25 miles of a given point.
3,is dragonball af real? my favorite cartoon is dragonball z and i am wondering if dragonball af is real.
1,how do you type the pound symbol? money pounds that is
1,what do u know about islam?
4,what kinda girls do guys want to be their like? actually
1,why did yahoo close my 4 year old id for no reason and with no warning? all my points gone
4,wat do u think about a 15 years old girl have sex?
3,who is the hottest asian model/actress of all time?
6,i want to know if theres anyone going through a similiar health problem? my mother has had migraine headaches since she was six years old every time she gets one she passes out or ends up in the hospital but they dont take away her pain. this summer she had a very severe haedache and abdominal pain but the doctors cant find any thing well we took her to the hospital because she was in alot of pain well we were waiting to be tended to but the nurse ignored us my mother passed out and was unconsesne for 2 hoursshe said she was being pulled by her dead father and brother she said that one of them wanted her to go with him and her brother wanted her to stay for her children.well when she woke up she lost all her memory she was blank she didnt kmow anything how to eat use the restroom talk she was completely blanked out she didnt recognize anybody. well today she is still recoperating even though she forgets things sometimes.if anybody has had a similiar case please email me at tootie2369@yahoo.com.
1,is paypal trustworthy?
2,yahoo or google?
4,does a woman's size matter? peaople always ask does size matter? referring to men
2,i have a 2510 hp printer &amp; it skips lines every quarter of an inch.  how do you fix it?
5,what is the boiling
1,what's the fastest land animal? just what it says.
3,where can i find pictures of aly and aj?
6,is there any method to know that girl had done sex before?
1,are there any websites i can chat with woman about their panties?
6,what is the use of the drug primidine used for?
3,backstreet boys? are there any backstreet fans left out there?&#xa;i´ve been a fan for 8 years soon
5,how far can a duck walk into the woods? how far can a duck walk into the woods?
2,is it easy to use refil kit for prointer toner? any pros and cons? i have a laser printer at home
5,why is it said
1,why is the oldest child the most neglected?
3,does any one know when the chronicles of narnia is coming out on dvd?
6,is it possible to fight a cold at the first symptoms? how?
1,how to make-your-own cigarettes?
1,does the staff at y! answers play this game too? do u guys on the staff just have to answer some of these? seriously you gotta get a good chuckle at of em
7,whats lewis dot structure for iron?
1,from a tax perspective is it better to buy a prius now or in 2006? i'm not to clear on the advantages of tax credit vs deductions which i understand is the difference between having a prius delivered in 05 and 06.
1,what are some ways a 13 year old boy can make alot of money?
5,name and explain ways humans made in “image and likeness of god.”?
7,what's the scariest weather situation you've experienced?
4,i have a girlfriend and she doesn't pay for anything evertime we go get food she doesn't pay wut should i do?
7,is it possible that humans could be used as batteries like in the matrix? and how?
6,whats the best to fight a cold is it sleep or medicine?
4,how do you stop arguing with your husband?
2,what's a good notebook to buy right now? i want a notebook that is good for traveling
1,what's the meaning of life?
4,where can i find free marriage records for the last 5 years?
2,what is the cheapest nvidia video card i can get that supports 1920x1200 over dvi for a 24 monitor?
7,how do a fish's gills extract oxygen?
2,how do i get rid of a rootkit on my computer? and... only if simple. thanx? i have a spycatcher installed on my computer and it shows that someone or something..ie rootkit is trying to use my computer. i have to keep saying not to allow it.
1,can you go back in time and kill yourself?
1,is it better to give or to receive? oh yeah ... this is about as open-ended of a question that there is ... let it rip people!!!
1,fisher price star station - available on ebay?
2,how do you open voice mail?
1,do u want to be famoust and why?
4,have you ever gone out with a guy who was a challenge?
3,would it be funny if spice 1 was the leader of the spice girls?
7,is math really invented? about 2 weeks ago
2,why was i banned on google adsense program? was it because of some one clicked the ads continously?
3,two peter jackson films releaed before king kong? names two peter jackson films released before king kong
3,is there a cd w/kenny rogers and lionel richie for sale? there was a show on cmt w/the duo singing together. thought there was a cd for sale
6,i have symptoms of ms my dr says i have a nerve disease. my nureo says i am depressed. why wont he believe me? i have had symptoms of ms since 2000. i have been recieving treatment for anxiety. nothing my neurologist perscribes helps. i am jittery
6,does a man get aids if he kisses a women with aids ?
1,which users have the most points? who has the most points on yahoo?  is it you?  i saw someone with over 900 points yesterday.  is there a ranked list?
2,removing a dell cd-rw?
2,how to fix 02b0 - diskette drive a error?
5,how to remove the unwanted kissmarks fast?
3,i play guitar many hours a day ; should i be concerned about damage to my wrists?
1,how can i obtain a mailing list of licensed insurance brokers in ny?
1,where can i get an xbox 360 for free? huh?
7,what is nanotechnology &amp; what is its scope?
2,what is ecc reg memory? ecc reg server
2,do you prefer short answers or long
1,apologize for missing or being late to a meeting or appointment sample letter needed.?
4,how do you find a friends e-mail if you don't know it.?
1,how does the saying really go?  'play it by year' or 'play it by ear' ... are they both acceptable?
5,what is the french word for wales?
1,what is the difference between darvocet and wygesic?
7,where is there a heat of formation chart that includes barium compounds and nh3? baoh&#xa;&#xa;ba(no3)2&#xa;&#xa;nh3
5,what can i do with a 4 year degree in social work? what can i do with a 4 year degree in education besides tea
5,what is the white cane law?
1,how do i view a profile of an email contact?
3,how do i watch the webcast of howard stern show?
5,should i be a neurosurgeon
1,what is the best conspiracy website out there? illuminati
2,where can i find places to download music videos for free? it seems like torrent sites hardly have any music videos
1,what was the relationship between the indians and the ravens? native americans and the ravens.
1,what is nintendo ds wifi??
1,how many steps on the great pyramid in eygpt?
2,i want to know about the hardware components on a pc.and the purpose of different ports in a system????
1,if i chop my pinky finger off will it grow back? ...kids
4,can cruelty be sexy?
2,how do i learn flash mx?
2,where do i find a great christmas screensaver?
1,is there a mobile titanic museum/memorial that visits different cities?
1,how can i get old newspaper kilpenings from 1968 and the obituaries? i need an old newspaper from 9-2-1968 please help me if you know how to find them online
1,what kind of people is you?
3,how old is barry manilow?
1,golden gate bridge begins and ends where?
1,can a wife or husband get their spouse medical records without a court order or subpena in arkansas and how?
1,how do i know if my chanel handbag is authentic? black
3,does joni mitchell have a christmas album?
3,i want to convert the audio song cassete into  mp 3 songs
3,where can i buy the movie the night that panicked america?
1,who started telling people about  santa? is he part of history.
2,why dont my offline messages from the new yahoo work?
1,where to buy funky jewelry for a 16-year-old? i'd like to buy several pieces
3,i am 14 years old can i love some one 20 years old without asking my parents? i need some answers from my friends and another people...!!!!please...!!!
4,i need a creative gift for my wife
1,where did somethings rotten in denmark come from?
3,where can i find free mpg downloads of the dance cha cha?
6,how long does it take for shingles to go away?
4,how to enhance sexual desire in females?
1,i want recent photos of my house from satellite view?
2,what is the simple/short script to send email from windows os? i'm looking after a short script i can install and it will provide the basic email functions (e.g.sendmail on linux).
7,in a five gallon bucket full of quarters
4,can u tell me the dfference between love and effection?
1,is bill gates the richest person in history after adjusting for inflation? who else would be on the list for consideration? &#xa;is inflation the only variable to take into account?&#xa;what about people who lived before modern accounting and the known inflation index?
1,will my breast grow further if i let them press by my boy friend?
1,is there realy a god?
4,i need some signals i can give that i'm single? i just got out of a 2 year relationship
4,do we have one soul mate? if i believe the man for me has come and gone because we were in the wrong place at the wrong time am i done? was he my soul mate? or will the man i am truly meant to be with still come along? how do you know and do we only get one shot?
5,did you have a bully in hs or you were the bully?
6,why is my labium majora swollen?
7,at what psi does water boil? i want to create enough pressure to cause water to boil
1,how can i get a copy of a certain days of our lives episode? the one of brady and chloe singing in the gazebo. they sang sixteen going on seventeen  it aired back in 2001 i believe.  i haven't been able to find out anything so if anyone knows anything about how to go about getting a copy of this let me know.
4,if i have sex with this one guy is it going to hurt? i'm a virgin and i really want to you know what so is it gonna hurt or not the much
5,how do you find out if
1,if tarot cards
1,where can i sell old books online? i have run across some old (early 1900's) books while going through my parents house.  is there a place on line where i can get the books valued and possibly sold online?
1,how do u veiw someone's profile??????? when i try it does not work
4,does anyone wish they could just stay at home/not work
6,is it possible to enlarge the male penis?
7,what is chaos theory? explain in your own words? your own words only! i can search google if i want to. i need someone to make me understand what i chaos theory all about?
1,what is the meaning of carole?
4,how do you tell a guy friend you dont want to date them? see i have this guy friend and we have been friends for about two years. he is really nice and good looking but i dont see him as a boyfriend. he has a lot of drama in his life and i dont want to be apaart of that. i just dont know how to tell him. i dont want to hurt his feelings either but some times i get caught up in the moment but i have to keep on teeling myself that it is not going to work so i end up geting mad at him.
6,how to grow very hairy pits?
1,where have all the good times gone???
3,is there going to be a star wars episode 7 and when is it coming out?
1,what if a really  hot guy asks you out but he is kind of a bad boy.?
4,i really like one of my friends and everyone says they think he likes me too but im not sure what should i do?
2,is there a linksys or d-link consumer router that allows the use of a real dmz to isolate computers? i am looking for a router that can be used to isolate certain computers through the use of a separate subnet (aka a true dmz). i know that linksys routers offer a dmz option where a single computer can be exposed to all ports
4,what are the stages to a long distance relationship? i just figured there were stages to every relationship and i was curious which one me and my boyfriend were on
5,is it possible to explain logic to someone? how do you do it
6,is it normal to stand up or to sit down when wiping oneself?
5,why is the prevalence of autism increasing so fast and why are there so many hucksters preying on parents?
3,why are celebrities lives so facinating? cant imagine careing about someone i have never met. i cannot even figure out how there are magizines devoted to this
4,how do i get christina rouse to notice me?
5,is uni of phoenix degrees x credited by other us uni's?
2,how can i move an image that i have scanned from the file in my computer to an email? how can i rotate the image?&#xa;what would programming &amp; design (under the computers &amp; internet category) be?
4,what do women want?
5,what is the difinition of foodchain and food web? on biology lessonsfood chainand web difinition
3,who is iraj and ranindu? i heard them as two artists any info ?
5,can anyone give me a brief biography of any god or goddess?
1,how much does a human head weigh?
3,where did barney rubble work?  (it's not at the quarry with fred
1,why is there so much pain in the world?
2,do you start your e-mail reply above the quoted text or below? i've noticed that gmail and outlook (with the way they handle automatic signatures) assume the reply will start below the quoted text
1,have you ever seen a ghost?
7,what is the deepest trough in the world?
2,should i buy an amd 3700+ or wait till the price of dual core processors goes down?
1,does any one here live in anchorage alaska??
3,why did the chicken cross the street?
4,my close friend hates my bf
7,what are the names of the 25 stars that make up the constellation pisces? i need to know for this science project i'm doind. and it's due tomarrow.
2,can postfix mailserver use active directory autentification?
4,how do i find someone in lagos africa?
4,how to make love with my wife? i will marry after one month and i did not make love before and i want to know the steps of how to make love successfully with my wife
1,y do people get addicted to drugs.. after having it just for once?
1,does baby talk during pregnancy?
2,what problems may i face switching to linux? switching from windows to linux (i'm planning to have both on same machine)&#xa;away from long articles and books out there&#xa;what problems would i have to deal with after installing linux?
1,what should i buy a tipical 13 years old girl for christmas? what do they like nowdays? i'd like to spend no more than $100 on a gift for a 13 years old girl. i have no idea what they like nowdays.
5,where can i can find creation myths of every country? on what site? pls help? pls help
5,does anyone know any good spanish websites that is free ? i have taken a year of spanish one and am in spanish 2 now
3,what is the best game show of all time? any era.
2,whats the best online role-playing computer game?
1,what time is it right now in your country? should i say good night or good morning?
5,who were the friends of susan b. anthony or inspiration?
3,who is the carver on nip tuck? i fell asleep and missed the ending?
3,where is singer-songwriter elliott smith buried?
1,my question got removed but i still want to know
1,what do the letters sos stand for?
2,ssh tunneling and port forwarding? how do i forward a port on my pc
3,is there a way to subscribe to sirius to catch howard's show around the world online? i'm living in tokyo and often travel in china and would love to hear howard uncensored. i'm a 20 year fan of his since the mid-1980's in nyc. please help if you know the answer!
7,treatment of idiopathic senile peripheral neuropathy (burning sensations of feet)? 83yr female nondiabetic presnets with parasthesiasof feet due to idiopathic senile peripheral neuropathy
3,could somebody tell me where i could buy the music sheet for the neapolitan song dicentencello vuie?
6,how long does a va claim take to process
1,how do i find our information about salary?
6,i need a good diet plan ..please help? i'm about 25 lbs over weight &#xa;i want to be atleast a size 7 or 8
3,what canadian did cintra wilson call the mutant child of barbra streisand?
1,why i such a jerk thinking myself?
1,reasons why i should get promoted and become a supervisor.? give me some pointers that i can put on the application and say during the interview thanks.
6,how do you get diagnosed with aids or hiv?
2,what does web 2.0 mean?
1,does anyone know who the american cartoonist is that the traditional image of santa claus was contributed to??
2,i want build a site to value information
1,when is the best time to go poop?
7,what is the most widely used non destructive test method?
1,the combination of histones and dna forms a nuceoprotein called _______?
1,with one year left on my lease for my retail store
2,any one know where you can see online tv? hey people do you know where you can see online free live tv that actually works? thx
2,i received email from administrator@yahoo.com that they will suspend my account. i do not understand why.? and the email's attachment with virus. i wonder if the email is really from yahoo or not.
5,where can i go look for happinest?
1,from where should i get daily energy to acomplish my goals?
7,how to solve magic cube ? could please tell me the logic of solving a magic cube with six faces having six different colours suffeled in disorder (i mean the real solid cube.)&#xa;&#xa;thanks &#xa;barbie n
2,guide to research about clustering for unix?
7,what is pi? what is pi to the hundred decimal
1,is a magic 8 ball really magic?
2,what do you prefer: y! messenger or skype? why?
4,how to find whether my girl is virgin or not???
3,which cartoon series is/was better among quack pack
1,how much does my former employer pay for unemployment benefits in california?  does it come out of her pocket?
7,how do you prove the existence of god using acceptable scientific methods?
1,how old is yahoo .com? how old am i
1,what's a good way for a college student to get started in the stock market?
7,hey
7,in reference to the saying what goes up must come down; as the universe expands must'nt it also collapse?
1,how can i find out who manufactures and distributes  a product?
6,what causes a newborn to get red spots that look like pimples on his/her face?
6,why do we get dandruff?
5,what is a word to describe a total understanding of a subject? this is a word that describes an understanding about a topic complete enough to teach someone else about it.  it is a specific word
1,what is the worst crime you think you would commit if you knew that no one would find out that it was you.?
1,i'm a writer and i need ideas for my story. i want you to help me decide. it has to be a fantasy; need ideas!
5,explain what features of afranchise reduc the risk of business failure? i just need to know to night if possible.
1,have llc company
3,who is more beautiful aishwarya or sushmita?
1,please help!  i accidentally spilled popcorn butter on my leather hospital shoe...? it has dark spots now and i don't know how i could get it off... if i can't
1,what does 'oem' stand for?
1,what makes object glow in the dark?
6,should you tell someone you don't know that their breath smells? is is ethical to point it out or just keep it to yourself?
1,why cant people say merry christmas?
4,why girls hasitate to talk with me?
2,how convert the contents in the textarea to html? in the asp.net how retain the style of the contents in the textarea and store to the database.when i use it i can restore the style.
7,what is a syndicalist?
5,has anyone here know someone who went to quimby oak middle school in san jose
2,are the eclipse ide extensions rdt (ruby development tools) and radrails compatible with each other? i heard in their podcast
2,how do you use myspace at school if its blocked?
6,how can i break my habit of sneaking chocolates and sweets? whenever i find a stash
3,what are some of the best older movies? (at least 10-15 years old)?
3,is rocky coming out? i heard sly never finshed the movie?
2,help!! i have part of a picture on my windows xp decktop and cant get rid of it!! i tried to change desk tops?
3,what do u think of r.o.d. (read or die) the tv anime series? you can check out www.rodthetv.com
4,who do you go to
2,what is xbrite technology?
1,how many gallons are in a barel of oil?
2,what jobs are out there for a major in applied science and technology with applied technology? i will be graduating in the summer from college and would like to know what kind of jobs that i will be eligible for with an aas and applied technology degree.
1,my question is the impact of computer on building / construction industries? just the essence of computer on the topic above
1,how do i become a day trader?
4,how can i know if a girl likes me or not? do i ask her would she like to be my girlfriend? i have somebody i like
2,how to install of operating system? procdures of installing application programs in steps.
2,between the two do you prefer y! answers or groups?
2,can any 1 tell me... what is rss?
1,datsun parts gtx 1973 1974 1975 1976 1977? any one inside europe know where to find datsun parts gtx 1973-1977
1,what kind of process was used to change michael jackson's skin color? how much did it costs? is this procedure available to general public? are there any side affects or dangers on future health?
5,know an easy way to remember when to use affect and effect?
2,which is better windows 2000 server or advanced server?
3,answer this riddle? two legs i have
2,when will yahoo! offer voip to land lines?
4,i want to buy a present to my boy friend? he is 20 years old&amp; i 17
7,farienheight to celsius? how do you convert them???
2,how can i prevent frequent windows 98 crashing
3,what do you really think about ashanti?
1,are there any trillionaires?
1,why does the bible begin with adam and eve but yet makes no mention of dinoseours or cave men.?
1,were is yahoo inc?
7,5 (1) 2 (2) 5 (3) 10=20 .can you answer this easy question?
3,does anyone know of any free downloading sites for music that can be burnt on to cd's? i've heard limewire. thats not free anymore.. um kazaa messes up my computer. ares works
1,in your opinion
2,how can i make a link look like a button on my web page.? i want my regular html hyperlinks to look and behave like a button. i know css does it
3,why is lindsay lohan anorexic?
6,why do people come to the emergency room expecting immediate service and instant relief? half the people that come to my er have non-emergent complaints and the half that do
1,how do i remove yahoo tool bar from my screen? i do not have yahoo tool bar on my screen but my brother does. he wants to remove it. can you tell me how?
7,if you waste five minutes of your life
2,i have bought a new laptop ...it is wifi compliant!what sort of card should i buy to have wireless experience? can anyone let me know the name of company and cost of card in euros !!
4,why do people lie?
3,what do they use in movies to show people snorting cocaine?
4,is it wrong for an older man(over 30) to have a relationship with a younger girl (under 20)?
3,what are some celebrity hangouts in london?
2,how can i make an operating systeam of computer like window etc.??
4,if you could sleep with one person would it be someone you know? or someone famous?
1,in a job search
1,who likes what pop? what kinda soda pop you all like?
3,favorite comedian? i like adam sandler myself ;)
1,prayer and christianity? if god has a plan for all of us
1,can you help me find a descent job for a 19 year old girl? im looking for a job
2,computer question
3,how about this riddle? i build up castles.&#xa;i tear down mountains.&#xa;i make some men blind
